       43      106        2     0.4796678556E-03
       44      108        2     0.4524628308E-03
       45      110        2     0.4401275135E-03
       46      114        2     0.4265698867E-03
       47      116        2     0.4155815311E-03
       40        8        1     0.1514488750E-04
       41       12        1     0.3644320866E-04
       42       16        1     0.5706128895E-04
       43       20        1     0.7537583686E-04
       44       22        1     0.1005670057E-03
       18       14        1     0.5910442930E-07
       19       24        1     0.9699365766E-06
       20       32        1     0.2456712875E-05
       21       38        1     0.3984689237E-05
       22       42        1     0.5094333198E-05
       23       46        1     0.5730022880E-05
       24       50        1     0.5966126598E-05
       25       52        1     0.5018988498E-05
       26       54        1     0.6030084965E-05
       27       58        1     0.6137318928E-05
       28       58        1     0.6479858554E-05
       29       62        1     0.7140476655E-05
       30       62        1     0.7464992600E-05
       31       66        1     0.8493409052E-05
       32       66        1     0.8766524487E-05
       33       68        1     0.1054193659E-04
       34       70        1     0.1163009564E-04
       35       70        1     0.1199093864E-04
       36       72        1     0.1335941047E-04
       37       74        1     0.1433620464E-04
       38       74        1     0.1486572498E-04
       39       76        1     0.1728625597E-04
       40       78        1     0.1866729981E-04
       41       78        1     0.1957102775E-04
       42       82        1     0.2150766805E-04
       43       82        1     0.2267537711E-04
       40        8        1     0.2096894753E-04
       41       12        1     0.4311645249E-04
       42       16        1     0.7301008928E-04
       43       22        1     0.9603796688E-04
       44      112        2     0.6331825987E-04
       45      144        3     0.1391283171E-03
       46      146        3     0.1653932926E-03
       47      150        3     0.1891028423E-03
       20       16        2     0.7512073454E-05
       21       22        2     0.1775863084E-04
       22       30        2     0.3244646357E-04
       23       38        2     0.4632231608E-04
       24       42        2     0.6077277726E-04
       25       44        2     0.7299519361E-04
       26       46        2     0.8540488586E-04
       27       48        2     0.1026728860E-03
       28       50        2     0.1152314606E-03
       29       52        2     0.1308500867E-03
       30       56        2     0.1469408947E-03
       31       56        2     0.1638620241E-03
       32       58        2     0.1822408774E-03
       33       62        2     0.1990464655E-03
       34       62        2     0.2162737147E-03
       35       66        2     0.2353143827E-03
       36       68        2     0.2520768815E-03
       37       68        2     0.2760670903E-03
       38       72        2     0.2886684529E-03
       39       74        2     0.3037391730E-03
       40       78        2     0.3143549977E-03
       40       10        1     0.5039537302E-05
       41      102        3     0.3283905368E-03
       42      104        3     0.3340157111E-03
       43      106        3     0.3451528801E-03
       44      108        3     0.3515687023E-03
       45      110        3     0.3666539307E-03
       46      114        3     0.3773838923E-03
       47      118        3     0.3901205162E-03
       48      390        8     0.7518525800E-04
       49      396        8     0.8701255587E-04
       20       12        2     0.1278780736E-06
       21       16        2     0.1025953991E-06
       22       22        2     0.4414773849E-06
       23       28        2     0.7275267871E-06
       24       32        2     0.9804241171E-06
       25       36        2     0.1174859374E-05
       26       40        2     0.1547403191E-05
       27       42        2     0.1540090576E-05
       28       44        2     0.1655138887E-05
       29       46        2     0.1458484792E-05
       30       48        2     0.2241981909E-05
       31       50        2     0.1834494538E-05
       32       54        2     0.2099310558E-05
       33       56        2     0.2242249032E-05
       34       58        2     0.2397652692E-05
       35       60        2     0.2773537643E-05
       35        8        2     0.6166135213E-05
       36       86        4     0.1996558582E-04
       37       92        4     0.3560956019E-04
       38       92        4     0.4719005345E-04
       39       96        4     0.6257521987E-04
       40       98        4     0.7632259099E-04
       41      100        4     0.8491255144E-04
       42      102        4     0.1012366301E-03
       43      106        4     0.1127934091E-03
       44      108        4     0.1253803807E-03
       45      110        4     0.1401565762E-03
       46      114        4     0.1555773547E-03
       17        6        1     0.7653371767E-05
       18       14        1     0.2591750885E-04
       19       22        2     0.5630529601E-04
       20       26        2     0.8704883950E-04
       21       30        2     0.1279631922E-03
       22       34        2     0.1631510199E-03
       23       36        2     0.1976021349E-03
       24       40        2     0.2343813305E-03
       25       42        2     0.2687237237E-03
       26       46        2     0.3042767753E-03
       27       48        2     0.3396370568E-03
       28       52        2     0.3857581100E-03
       27        2        0     0.3185643414E-05
       28       16        1     0.2186909535E-03
       29       82        3     0.7617642763E-03
       30       84        3     0.9683725272E-03
       31       88        3     0.1149716294E-02
       32       90        3     0.1315557596E-02
       33       92        3     0.1489543514E-02
       34       96        3     0.1652433414E-02
       35       98        3     0.1829004888E-02
       12       12        1     0.4724071886E-04
       13       20        1     0.1265591595E-03
       14       30        1     0.2309472692E-03
       15       34        1     0.3377768544E-03
       16       36        1     0.4311829104E-03
       17       38        1     0.5423199876E-03
       18       42        1     0.6394812104E-03
       19       44        1     0.7374306936E-03
       20       48        1     0.8488804805E-03
       21       50        1     0.9563253164E-03
       22       54        1     0.1072158074E-02
       18        2        0     0.6396378662E-05
       19       10        1     0.1556813144E-03
       20       16        1     0.3105619932E-03
